Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num CD21+: AID+: CD4+,Num CD21+: AID+: Ki67+: CD4+,Area µm^2,Perimeter µm,Num AID+,Num AID+: CD20+,Num AID+: CD20+: CD4+,Num AID+: CD4+,Num AID+: Ki67+,Num AID+: Ki67+: CD20+,Num AID+: Ki67+: CD20+: CD4+,Num CD20+,Num CD20+: CD4+,Num CD21+,Num CD21+: AID+,Num CD21+: AID+: CD20+,Num CD21+: AID+: CD20+: CD4+,Num CD21+: AID+: Ki67+,Num CD21+: AID+: Ki67+: CD20+,Num CD21+: CD20+,Num CD21+: CD20+: CD4+,Num CD21+: CD4+,Num CD21+: Ki67+,Num CD21+: Ki67+: CD20+,Num CD21+: Ki67+: CD4+,Num CD4+,Num Ki67+,Num Ki67+: CD20+,Num Ki67+: CD20+: CD4+,Num Ki67+: CD4+,Num PNAd+: CD4+,Num AID+: Ki67+: CD4+,Num CD21+: AID+: Ki67+: CD20+: CD4+,Num PNAd+,Num PNAd+: AID+: CD20+: CD4+,Num PNAd+: CD20+: CD4+,Num PNAd+: CD21+: AID+: CD20+: CD4+,Num PNAd+: CD21+: AID+: CD4+,Num PNAd+: CD21+: AID+: Ki67+: CD20+: CD4+,Num PNAd+: CD21+: AID+: Ki67+: CD4+,Num PNAd+: AID+: CD4+,Num PNAd+: AID+: Ki67+: CD20+: CD4+,Num PNAd+: AID+: Ki67+: CD4+,Num CD21+: Ki67+: CD20+: CD4+,Num PNAd+: Ki67+: CD20+
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,99f2bdee-5a4c-4a54-94e3-fd6ee64e9b51,Annotation,,LA,Root object (Image),Geometry,18803.3,7637.4,72,0,,5219.6,810.09,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,c64dbbf3-ccb0-4480-9495-47c27c3d3c91,Annotation,,LA,Root object (Image),Polygon,18904.6,7666.6,19,0,,1592.7,341.51,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,989b18e8-c564-4662-b206-3e919bfa1f03,Annotation,,LA,Root object (Image),Geometry,18664.3,7694,109,0,,8704.6,1223.1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,032a3b82-966a-40ff-828f-99d9eae9f6f6,Annotation,,LA,Root object (Image),Polygon,12920.3,7697.8,52,0,,4021.2,524.18,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,5dccc2a5-82a2-4a8d-b7f8-ad816308dbd4,Annotation,,LA,Root object (Image),Polygon,20186.4,7738.5,50,0,,5219.6,865.69,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,3d02a38f-16dc-4bdd-9f10-6bbc5f338e72,Annotation,,LA,Root object (Image),Geometry,19155.5,7769.7,210,0,,19837.7,1699.6,1,2,0,0,0,0,0,90,9,0,0,0,0,0,0,0,0,0,0,0,0,26,3,4,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,1c41849d-0be5-4d8e-9c96-0db817d5d6c0,Annotation,,LA,Root object (Image),Geometry,18681.7,7792.4,75,0,,5503.5,825.98,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,d40bed0c-f1d8-4fb4-9286-2eae6ddd87cd,Annotation,,LA,Root object (Image),Polygon,18720.4,7926.3,64,0,,4478.5,698.9,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,f8e19a25-4940-4593-b374-96d284d8935a,Annotation,,LA,Root object (Image),Geometry,20034.6,7936,27,0,,2160.4,357.39,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,35b3014c-0cbc-4266-82a4-e2ad4edc4cff,Annotation,,LA,Root object (Image),Polygon,20204.4,7970.4,74,0,,6039.6,1032.5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,eecfb1c1-f40d-47f0-b1ca-5e5f9006379d,Annotation,,LA,Root object (Image),Polygon,20073.5,8002.4,19,0,,1718.8,238.26,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,5d283fbb-c62a-4f8e-b34f-e515adff1cf5,Annotation,,LA,Root object (Image),Polygon,19893.8,8002.9,60,0,,5093.5,794.21,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,d15b9b31-1553-4309-993e-69315ba0acb7,Annotation,,LA,Root object (Image),Polygon,14782,8039.7,27,0,,1860.8,325.63,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,2c7a0969-8b21-48de-aca7-ff4a77234734,Annotation,,LA,Root object (Image),Polygon,19788.6,8189.9,31,0,,2176.2,262.09,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,41f26898-a6be-4a0f-92c4-cc994819477a,Annotation,,LA,Root object (Image),Polygon,14085.3,8204.2,26,0,,2050,246.2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,70ae5c12-aa1d-41bf-bab9-b34d723264b8,Annotation,,LA,Root object (Image),Polygon,14214.7,8212.9,22,0,,1687.3,341.51,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,3b0ffeaa-a028-4581-854f-514f0ec94c71,Annotation,,LA,Root object (Image),Geometry,19177.4,8318.9,69,0,,6954.2,802.15,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,0b383965-44c9-4758-946d-f831b1542e8d,Annotation,,LA,Root object (Image),Polygon,19317.3,8357.6,38,0,,3705.8,500.35,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,a1633de6-e414-43da-bda7-7627a1e01acb,Annotation,,LA,Root object (Image),Geometry,20253.3,8387.8,197,0,,26476.5,2906.8,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,22,4,1,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,33101dd6-d91c-48f3-ae61-6157220faa14,Annotation,,LA,Root object (Image),Geometry,19211,8459.6,34,0,,3185.4,484.47,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,91bf7fae-71a9-43da-9bdc-5a577e9f2737,Annotation,,LA,Root object (Image),Geometry,19373.6,8495.2,48,0,,4100,651.25,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,dab964e7-eabc-4b3a-a81e-962d0371ce17,Annotation,,LA,Root object (Image),Geometry,20431,8519.3,49,0,,5361.5,643.31,1,4,2,0,0,0,0,14,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,1,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,8071caa8-ebc8-46a2-a7e1-d3a5d1977312,Annotation,,LA,Root object (Image),Polygon,19633.6,8608.9,69,0,,5566.5,683.02,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,f551e67e-2cbd-4ad0-9ea2-3d4f03c2056d,Annotation,,LA,Root object (Image),Polygon,19522.8,8630.3,20,0,,1561.2,246.2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,8a338de6-4dff-49bd-9e78-57dc10727f67,Annotation,,LA,Root object (Image),Geometry,19083.1,8634.5,40,0,,3437.7,603.6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,2eb3bf00-eb97-4974-82c8-86305d888ed7,Annotation,,LA,Root object (Image),Polygon,19692.8,8671,27,0,,1986.9,333.57,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,d60fae34-07f1-4b95-83c5-358b056b4a82,Annotation,,LA,Root object (Image),Geometry,19397.2,8685.8,91,0,,7979.2,841.86,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,30ebe89d-3cb7-4880-a6ce-392357b530c2,Annotation,,LA,Root object (Image),Geometry,20286.2,8707,66,0,,5724.2,1016.6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,be00d209-cf0b-42cc-b70f-b52968926ddd,Annotation,,LA,Root object (Image),Geometry,19528.8,8719.2,29,0,,2523.1,444.76,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,a34c510f-1f1a-4e4c-ac70-fdee4bf75dbd,Annotation,,LA,Root object (Image),Polygon,19102.4,8791.7,33,0,,2680.8,508.29,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,899cb77f-3e59-4786-8539-79f8e1508d16,Annotation,,LA,Root object (Image),Polygon,16921.1,8842.9,18,0,,1892.3,293.86,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,0875726d-f38d-434a-b9ee-21c6287c2bcb,Annotation,,LA,Root object (Image),Polygon,16818.7,8873.2,48,0,,3816.2,698.9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,6f24c5cb-7027-4aa2-8021-9f8ba714f7a7,Annotation,,LA,Root object (Image),Polygon,16419.3,8876,24,0,,1939.6,412.99,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,66d9586e-b4fd-49b4-b38f-99eec69dea7a,Annotation,,LA,Root object (Image),Geometry,19703.8,8886.6,392,0,,32595,2628.8,0,0,0,0,0,0,0,176,3,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1,0,2,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,3674e8d7-9ac7-44e7-acaa-8b0c38195011,Annotation,,LA,Root object (Image),Polygon,19976.4,8896.4,32,0,,2223.5,309.74,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,bd2c20b2-b432-490d-8a72-27f6339d9090,Annotation,,LA,Root object (Image),Polygon,16644,8937.2,31,0,,2034.2,373.28,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,e36ff44c-3850-4e68-b959-cc0acb7d1ed4,Annotation,,LA,Root object (Image),Geometry,16378.7,8961.8,22,0,,1671.5,365.34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,60bd29fd-22d6-41b9-81e7-20b73b0cb4f3,Annotation,,LA,Root object (Image),Geometry,19132.6,9015.5,93,0,,8515.4,825.98,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,85d91379-8543-44e0-8a34-8ea055df3dd3,Annotation,,LA,Root object (Image),Polygon,20067.3,9027.3,16,0,,1892.3,333.57,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,b89da444-c1a2-49d1-9714-f99b4ce93671,Annotation,,LA,Root object (Image),Geometry,16486.7,9054.5,81,0,,6575.8,857.75,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,cd1e4f51-e904-4e79-8afe-7c3b32a4ae0d,Annotation,,LA,Root object (Image),Polygon,19144.2,9123.7,22,0,,1797.7,301.8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,62ea4042-05b4-43d9-887b-959be6b7488f,Annotation,,LA,Root object (Image),Polygon,19217,9143.2,25,0,,2570.4,373.28,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,1905fe9a-71fe-4f37-8172-a935e0f72df3,Annotation,,LA,Root object (Image),Geometry,19548.5,9156.5,232,0,,28589.6,3025.9,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,1,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,f33c43a8-3520-4fbd-890a-5c8e3116adfa,Annotation,,LA,Root object (Image),Polygon,19337.8,9180.7,28,0,,4683.5,540.06,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,98755146-68e0-4994-ba0e-4d42aa203349,Annotation,,LA,Root object (Image),Geometry,13055.3,9197.2,151,0,,11006.9,1588.4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,2,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,1a94cbf1-cd89-4bc2-8305-b11085f5b713,Annotation,,LA,Root object (Image),Polygon,19218.8,9204.5,31,0,,2601.9,420.93,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,26138e23-aaae-414a-af0b-075d0a0492bf,Annotation,,LA,Root object (Image),Polygon,18871.6,9565.6,21,0,,1624.2,262.09,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,8a536779-b47f-461b-9906-d47afa55e880,Annotation,,LA,Root object (Image),Geometry,17296.6,9659.4,132,0,,11495.8,1223.1,0,0,0,0,0,0,0,53,3,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,1ca55877-24da-4cd0-bbe7-8c08741c0be4,Annotation,,LA,Root object (Image),Geometry,18781.4,9723.1,19,0,,1734.6,293.86,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,3f4d181a-2ca3-48e3-bb7a-7c45b44ed306,Annotation,,LA,Root object (Image),Geometry,17189.8,9723.1,54,0,,3831.9,690.96,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,6fc87675-9c8e-4a68-9958-404de8de783f,Annotation,,LA,Root object (Image),Geometry,17810.9,9765.7,25,0,,2018.5,365.34,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,6767a202-109f-47f7-81a6-5834d0908d3e,Annotation,,LA,Root object (Image),Polygon,18877.4,9785,20,0,,1592.7,317.68,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,914d53a4-aef1-4289-bbd8-420ed6866fe8,Annotation,,LA,Root object (Image),Geometry,17153.3,9790,36,0,,2428.5,412.99,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,341f99cf-ac4a-4eb2-989e-8ecfff1d1744,Annotation,,LA,Root object (Image),Geometry,17400.1,9819.6,60,0,,4510,611.54,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,e2dfcaf0-8340-41bf-83f8-fbb5c0669c40,Annotation,,LA,Root object (Image),Geometry,17303.3,9825.8,116,0,,9808.5,1207.2,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,64b3f03c-0e5c-4228-96be-47230fa29ed7,Annotation,,LA,Root object (Image),Polygon,17780.7,9841,35,0,,2460,405.05,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,35752bc7-6e47-4bfb-a160-dfb0df8b1812,Annotation,,LA,Root object (Image),Geometry,13793.9,9887.5,622,0,,46330,4447.6,0,0,0,0,0,0,0,83,9,0,0,0,0,0,0,0,0,0,0,0,0,278,6,2,0,7,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,d43a3b52-dd29-4d53-8eb8-c1f45337f92f,Annotation,,CD21+,Root object (Image),Polygon,13698.3,9888.1,26,0,,2223.5,444.76,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,5,0,2,0,0,0,8,1,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,7982c7ee-7ca5-4c6b-b965-6700239f65b0,Annotation,,CD21+,Root object (Image),Geometry,13757.5,9888.5,51,0,,3626.9,508.29,0,0,0,0,0,0,0,5,0,8,3,5,0,0,0,6,0,0,0,0,0,6,0,0,0,2,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,828470af-fdc8-4846-a407-17bb26b1e3c3,Annotation,,LA,Root object (Image),Polygon,18013.9,9902.2,19,0,,1750.4,277.97,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,e43155d3-32a3-428d-b138-91f47567c60f,Annotation,,LA,Root object (Image),Polygon,17724.7,9914.7,38,0,,3075,452.7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,16ccb510-a6ef-4668-80ae-4646091beee3,Annotation,,LA,Root object (Image),Geometry,18158,9923.4,50,0,,3847.7,818.04,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,9e1dd537-44bc-41e0-8449-e196e178a851,Annotation,,LA,Root object (Image),Geometry,18673.6,9933.8,491,0,,43381.1,4431.7,0,0,0,0,0,0,0,119,13,0,0,0,0,0,0,0,0,0,0,0,0,125,4,0,0,6,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,9cec605e-5c38-409b-9413-57e3906456b5,Annotation,,LA,Root object (Image),Polygon,18297.2,9935.9,97,0,,8152.7,1246.9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,ab1e7416-632d-4396-80d0-13c261f7ae36,Annotation,,LA,Root object (Image),Polygon,12967.4,9951.5,32,0,,2239.2,412.99,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,6d583e12-fe01-43e6-bf96-dd063080e320,Annotation,,LA,Root object (Image),Geometry,12078.2,9954.7,683,0,,54924.2,2978.3,0,0,0,0,0,0,0,177,9,0,0,0,0,0,0,0,0,0,0,0,0,124,5,1,1,1,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,0e4c6879-24dc-4433-a643-db3e2849d3f5,Annotation,,LA,Root object (Image),Polygon,13607.4,9961.6,23,0,,1608.5,349.45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,705240c2-6680-498b-95fb-ed416004b128,Annotation,,LA,Root object (Image),Polygon,18785.5,9962.4,36,0,,3485,603.6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,0f2a3ad4-42e7-4cee-9a89-60fef19f7708,Annotation,,LA,Root object (Image),Polygon,13983.9,9973.7,16,0,,1624.2,301.8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,796f8aab-131a-46b8-9061-097d7077094e,Annotation,,LA,Root object (Image),Polygon,18233.1,9982.7,20,0,,2160.4,270.03,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,8ad5ba48-1e28-4b3f-b5e3-d035a94a9dd8,Annotation,,LA,Root object (Image),Geometry,17391.7,9991.6,215,0,,18986.1,2350.9,0,0,0,0,0,0,0,71,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,bb376979-1a7d-4b4d-9a6e-bc4702f498e3,Annotation,,LA,Root object (Image),Polygon,17691.4,10005.7,142,0,,11511.5,1334.3,0,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,37,1,1,0,2,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,f18dccbf-3268-491a-8961-e5aea8a8317c,Annotation,,LA,Root object (Image),Geometry,13111.6,10024.3,135,0,,11858.5,1937.9,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,62,2,1,0,5,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,47fe33b9-5e7d-403c-be55-66dc7c0b3ac8,Annotation,,LA,Root object (Image),Polygon,17780.6,10058.5,21,0,,1513.8,230.32,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,c6bd3567-e727-4da8-b6d2-4a2a83f9b247,Annotation,,LA,Root object (Image),Geometry,18165.8,10090.8,34,0,,2759.6,444.76,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,d25a21af-723b-4046-85a1-af96cbb1e066,Annotation,,LA,Root object (Image),Polygon,12285,10091.6,27,0,,2128.8,309.74,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,e5797a62-54c0-490b-91d6-2831c1804a5b,Annotation,,LA,Root object (Image),Geometry,17639.1,10095.7,55,0,,4494.2,627.43,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,,0,0,,,,,0,,,,,,,
