Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num CD21+: AID+: CD4+,Num CD21+: AID+: Ki67+: CD4+,Area µm^2,Perimeter µm,Num AID+,Num AID+: CD20+,Num AID+: CD20+: CD4+,Num AID+: CD4+,Num AID+: Ki67+,Num AID+: Ki67+: CD20+,Num AID+: Ki67+: CD20+: CD4+,Num CD20+,Num CD20+: CD4+,Num CD21+,Num CD21+: AID+,Num CD21+: AID+: CD20+,Num CD21+: AID+: CD20+: CD4+,Num CD21+: AID+: Ki67+,Num CD21+: AID+: Ki67+: CD20+,Num CD21+: CD20+,Num CD21+: CD20+: CD4+,Num CD21+: CD4+,Num CD21+: Ki67+,Num CD21+: Ki67+: CD20+,Num CD21+: Ki67+: CD4+,Num CD4+,Num Ki67+,Num Ki67+: CD20+,Num Ki67+: CD20+: CD4+,Num Ki67+: CD4+,Num PNAd+: CD4+,Num AID+: Ki67+: CD4+,Num CD21+: AID+: Ki67+: CD20+: CD4+,Num PNAd+,Num PNAd+: AID+: CD20+: CD4+,Num PNAd+: CD20+: CD4+,Num PNAd+: CD21+: AID+: CD20+: CD4+,Num PNAd+: CD21+: AID+: CD4+,Num PNAd+: CD21+: AID+: Ki67+: CD20+: CD4+,Num PNAd+: CD21+: AID+: Ki67+: CD4+,Num PNAd+: AID+: CD4+,Num PNAd+: AID+: Ki67+: CD20+: CD4+,Num PNAd+: AID+: Ki67+: CD4+,Num CD21+: Ki67+: CD20+: CD4+,Num PNAd+: Ki67+: CD20+
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,591f186f-7a05-4e0d-bd0f-1d9ae53613eb,Annotation,,CD21+,Root object (Image),Geometry,6627.3,26304.2,446,4,,37956.5,3772.5,0,0,0,0,0,0,0,31,1,72,69,16,3,0,0,13,0,0,0,0,0,2,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,d4f44891-a4a5-4b2d-a9f6-b46b8924fcb8,Annotation,,LA,Root object (Image),Polygon,10069.8,26334.6,24,0,,1813.5,317.68,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,17013be4-f99f-4b77-a4d3-45cb50e6b10c,Annotation,,CD21+,Root object (Image),Geometry,9950.2,26368,249,1,,22140,1302.5,1,1,0,0,4,2,0,7,1,45,72,9,0,4,3,2,0,0,1,0,0,2,1,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,c3fb7492-20f5-4efc-a526-cd4c98d06a44,Annotation,,LA,Root object (Image),Geometry,9932.3,26442.7,189,0,,14854.6,1929.9,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,04b1ea40-c6a3-4c2f-bdbc-204736529a1c,Annotation,,LA,Root object (Image),Geometry,16170.1,26748.1,95,0,,7096.1,1008.6,0,2,0,0,0,0,0,48,3,0,0,1,0,0,0,0,0,0,0,0,0,6,0,3,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_2F_Scan1.qptiff - resolution #1,13b02e11-a5db-4134-aa8d-b2549125661d,Annotation,,CD21+,Root object (Image),Geometry,16267.3,26813.8,132,0,,10896.5,1485.2,3,5,0,0,0,1,0,25,0,4,20,35,0,1,0,9,0,0,0,0,0,1,1,1,0,0,,0,0,,,,,0,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,cd4721bd-7129-4292-81fc-7edd6054ea75,Annotation,,LA,Root object (Image),Polygon,10385.2,1794.9,28,0,,2207.7,254.15,0,0,0,0,0,0,,20,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,57dbe490-874c-4e3f-9da3-bd67bc4fb6f2,Annotation,,LA,Root object (Image),Geometry,9548,2371,116,0,,70110,5154.4,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,00a6c8d9-d33c-4e0a-bbd2-a287d5026348,Annotation,,LA,Root object (Image),Geometry,11011.6,2372.4,43,0,,5361.5,778.33,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,774a9cdd-4780-439b-9a9b-d493eea98b25,Annotation,,LA,Root object (Image),Polygon,9611.6,2551.4,24,0,,1923.8,365.34,0,0,0,0,0,0,,8,1,0,0,0,0,0,0,0,0,0,0,0,,3,1,1,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,21dce508-83d6-4cde-8756-4f691fb470f2,Annotation,,LA,Root object (Image),Polygon,9990.2,2651.4,73,0,,5093.5,508.29,0,0,0,0,0,0,,31,1,0,0,0,0,0,0,0,0,0,0,0,,7,2,2,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,47f354ad-0a49-4f8b-a0e9-0f5f1cb53877,Annotation,,LA,Root object (Image),Polygon,12060.7,3387.4,29,0,,2980.4,524.18,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,7f9de67b-fb03-436a-b16f-2d30e4267070,Annotation,,LA,Root object (Image),Polygon,12157.7,3421.3,44,0,,3863.5,706.85,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,b036fc40-17d2-4978-9603-d55c6a79e612,Annotation,,LA,Root object (Image),Polygon,13033.2,3463.4,29,0,,2018.5,373.28,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,c7ec6eb8-b66a-4603-aab4-620979b6bbe6,Annotation,,LA,Root object (Image),Polygon,12198.6,3484.9,19,0,,1624.2,349.45,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,c647e438-1a8e-48a6-afc5-55b754c73c38,Annotation,,LA,Root object (Image),Geometry,9610.6,3547.7,61,0,,4809.6,627.43,0,0,0,0,0,0,,27,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,4a36adb0-95f1-49e0-8ffe-0d1d50e77aed,Annotation,,LA,Root object (Image),Geometry,12940.8,3550.8,121,0,,9366.9,889.51,0,0,0,0,0,0,,38,0,0,0,0,0,0,0,0,0,0,0,0,,12,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,dc6f2bf3-15db-4205-b1c2-befcc2ddf7c5,Annotation,,LA,Root object (Image),Geometry,9793.6,3562.3,107,0,,8121.1,1167.5,0,0,0,0,0,0,,38,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,2888be12-1b2d-4ca2-85fb-5e11b8190eb4,Annotation,,LA,Root object (Image),Geometry,12764.4,3627.4,37,0,,2586.2,397.1,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,33791a53-40ea-4b95-ae58-2569ee738c1e,Annotation,,LA,Root object (Image),Geometry,8008.5,3766,112,0,,13167.3,1683.7,0,0,0,0,0,0,,39,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,5b5e444f-38ff-4835-9fa5-952734e580af,Annotation,,LA,Root object (Image),Polygon,13312.5,3828.4,32,0,,2838.5,468.58,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,503c478b-b181-43c1-ae12-cd7c40279e40,Annotation,,CD21+,Root object (Image),Geometry,8084.2,3828.9,14,0,,2980.4,492.41,0,1,0,0,0,0,,6,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,cd4d5fba-1a13-49b2-87e1-a827e6cf9ecd,Annotation,,CD21+,Root object (Image),Geometry,8037.2,3887.3,30,0,,4746.5,754.5,0,0,0,0,0,0,,12,0,0,0,2,0,0,0,2,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,63a3a383-63fa-4c8c-803c-b2864bad0847,Annotation,,LA,Root object (Image),Geometry,8077.3,3915.7,269,0,,26949.6,2573.2,0,0,0,0,0,0,,126,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,2,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,0633e75e-feaf-4983-9a09-00c72779753a,Annotation,,LA,Root object (Image),Polygon,8428.2,3939,54,0,,4005.4,397.1,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,2,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,db5a5eda-33d0-494d-b0d8-95d59338cf7e,Annotation,,LA,Root object (Image),Geometry,8331.3,3942.4,137,0,,10360.4,1183.4,0,0,0,0,0,0,,32,2,0,0,0,0,0,0,0,0,0,0,0,,17,1,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,70b04ef6-cfb7-48c2-9d0c-8dfdd5a7447c,Annotation,,LA,Root object (Image),Polygon,8464.9,4015.8,26,0,,1860.8,309.74,0,0,0,0,0,0,,6,1,0,0,0,0,0,0,0,0,0,0,0,,6,1,0,1,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,9f32485b-255e-43c6-b1c1-8e3ef8c0457c,Annotation,,LA,Root object (Image),Geometry,12513.8,4110.4,62,0,,5566.5,587.72,0,0,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,,17,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,058ca55a-6f14-4474-82a2-7bb512768f15,Annotation,,LA,Root object (Image),Geometry,9457.2,4343.6,174,0,,12489.2,1040.4,0,0,0,0,0,0,,113,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,f9e6c03c-dc79-482d-b2be-c2b1c35a7272,Annotation,,LA,Root object (Image),Geometry,12729.2,4494.2,39,0,,3169.6,468.58,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,cbf017a5-ac51-41d4-a266-ca50ecd08a0e,Annotation,,LA,Root object (Image),Polygon,7269.4,4968.6,25,0,,2207.7,389.16,0,0,0,0,0,0,,11,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,12f8363a-2c84-447a-895f-4fe77ef11df5,Annotation,,LA,Root object (Image),Polygon,7233.3,5013.5,54,0,,4352.3,460.64,0,0,0,0,0,0,,23,1,0,0,0,0,0,0,0,0,0,0,0,,9,0,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,6e1888f3-9a02-40c5-82ad-7452f599e5c5,Annotation,,LA,Root object (Image),Geometry,9307.1,5627.6,239,0,,19333.1,1143.7,0,0,0,0,0,0,,144,0,0,0,0,0,0,0,2,0,0,0,0,,0,3,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,5859cbc0-c472-4017-a314-13ed00fe7f58,Annotation,,LA,Root object (Image),Geometry,9643.3,5635.5,157,0,,11385.4,1000.7,0,0,0,0,0,0,,78,4,0,0,0,0,0,0,0,0,0,0,0,,9,4,3,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,216e5c6e-b341-4118-9a95-1ec622c0fc49,Annotation,,LA,Root object (Image),Polygon,15094.2,5853.8,17,0,,1797.7,254.15,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,210fcd4f-8e38-49c0-9849-4682bfa844b3,Annotation,,LA,Root object (Image),Polygon,15147.5,5902.7,19,0,,1781.9,293.86,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,68e18d26-e6fd-4294-b084-70827aba28aa,Annotation,,LA,Root object (Image),Geometry,15441.4,5981.8,94,0,,7490.4,1135.7,0,0,0,0,0,0,,6,2,0,0,0,0,0,0,0,0,0,0,0,,37,5,2,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,1fafe855-9a95-4765-88a0-88814a8db234,Annotation,,LA,Root object (Image),Geometry,15344.6,6006.1,69,0,,5330,690.96,0,0,0,0,0,0,,20,1,0,0,0,0,0,0,0,0,0,0,0,,15,2,2,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,37ec1e6f-533c-4ca3-9219-eec7536859c2,Annotation,,LA,Root object (Image),Geometry,15456.1,6077.5,25,0,,2381.2,365.34,0,1,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,3,0,2,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,7686d383-5463-4626-9073-d9d0ba5a3538,Annotation,,LA,Root object (Image),Polygon,9370.9,6091,21,0,,1513.8,254.15,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,4024b06b-9a72-4ccc-bae5-1bf6c1746441,Annotation,,LA,Root object (Image),Polygon,15379.7,6097.9,33,0,,2381.2,333.57,0,0,0,0,0,0,,6,1,0,0,0,0,0,0,0,0,0,0,0,,5,0,2,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,3a1386f4-1b2a-44c7-8097-123c25edf1d2,Annotation,,LA,Root object (Image),Geometry,13819.8,6116.1,45,0,,3658.5,492.41,0,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,a798f34c-cb8f-4659-bf6a-d04f2aca6b27,Annotation,,LA,Root object (Image),Geometry,9857.5,6127.7,235,0,,18040,1866.4,0,0,0,0,0,0,,88,1,0,0,0,0,0,0,0,0,0,0,0,,11,9,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,270d644d-35a6-450c-85c2-2455fecb73cd,Annotation,,LA,Root object (Image),Polygon,9798.6,6198.8,24,0,,2207.7,452.7,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,de8b5ff8-84f6-457f-b56f-882094cd99fc,Annotation,,LA,Root object (Image),Geometry,9942.6,6273.7,43,0,,3027.7,524.18,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,25b2b4b4-b623-4c9f-a89d-942f7963e88b,Annotation,,LA,Root object (Image),Polygon,9896.9,6326.1,22,0,,1545.4,381.22,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,d89dd1ac-a2cc-49ba-920b-83ea8c41d43d,Annotation,,LA,Root object (Image),Geometry,13878.1,6533.9,266,0,,19206.9,2708.3,0,0,0,0,0,0,,82,1,0,0,0,0,0,0,0,0,0,0,0,,20,3,0,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,b808ba5e-235e-44ce-9830-92ece58713d5,Annotation,,LA,Root object (Image),Geometry,15138.1,6559.2,632,0,,44343,3232.4,0,0,0,0,0,0,,370,2,0,0,0,0,0,0,0,0,0,0,0,,19,10,7,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,6eb2c176-0d59-4f4e-acd0-358accaecbaa,Annotation,,LA,Root object (Image),Polygon,13554.1,6993.2,29,0,,2160.4,349.45,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,b82c5ff9-2ccc-4302-82e1-f37c8051541c,Annotation,,LA,Root object (Image),Polygon,12175,7425.3,33,0,,2570.4,428.87,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,1fa423d9-144a-4f69-9e4c-755dac27f5ca,Annotation,,LA,Root object (Image),Geometry,15183.6,9049.1,391,0,,28085,1810.8,0,0,0,0,0,0,,289,5,0,0,2,0,0,0,7,0,0,0,0,,1,3,2,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,cc5b00c1-083c-4349-9c9a-474b1b611283,Annotation,,CD21+,Root object (Image),Geometry,15018.9,9522.7,82,0,,10817.7,778.33,0,0,0,0,0,0,,0,0,0,82,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,c2cfbaab-2338-4234-8e9f-b521508723f0,Annotation,,LA,Root object (Image),Polygon,9467.7,9850.3,18,0,,1576.9,317.68,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,98fb1059-05bd-4505-8df8-ad417e104c84,Annotation,,CD21+,Root object (Image),Polygon,14418.4,10203,21,0,,2097.3,301.8,0,0,0,0,0,0,,0,0,0,21,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,b6a5d4ae-95b8-421f-a8f6-4d1f42b36603,Annotation,,CD21+,Root object (Image),Polygon,14556.7,10221.5,22,0,,1908.1,333.57,0,0,0,0,0,0,,0,0,0,22,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,edd75c9b-0bb4-48e2-8ad2-79cda93cc9d8,Annotation,,LA,Root object (Image),Polygon,15277.3,10402,33,0,,2712.3,436.82,0,0,0,0,0,0,,15,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,7262eff2-8c56-48dd-a2a8-48a4fc22bf21,Annotation,,LA,Root object (Image),Polygon,5715.5,11589,34,0,,2885.8,309.74,0,0,0,0,0,0,,13,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,1988ac12-cb4a-4276-9b62-cd54b2ecfc2a,Annotation,,CD21+,Root object (Image),Polygon,14879.4,11676.3,50,0,,4210.4,389.16,0,0,0,0,0,0,,6,0,0,5,29,0,0,0,8,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,983af124-6a41-40ae-98f8-2445f695c90b,Annotation,,LA,Root object (Image),Geometry,14869,11700.7,114,0,,9067.3,1294.6,1,0,0,0,0,0,,70,4,0,0,5,0,0,0,2,0,0,0,0,,5,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,dfe0e20a-59a4-4a37-93ef-4a0df1be7cb0,Annotation,,CD21+,Root object (Image),Polygon,14322.4,11792,22,0,,1923.8,285.92,0,0,0,0,0,0,,6,0,1,5,5,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,5779d8d2-e65e-4165-a0d7-70a05db8c71d,Annotation,,LA,Root object (Image),Geometry,14302.8,11807.1,341,0,,26713.1,2168.2,0,0,0,0,0,0,,167,13,0,0,3,0,0,0,0,0,0,0,0,,39,1,2,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,a731bdea-6d40-4133-815c-4f1d983ace90,Annotation,,LA,Root object (Image),Geometry,15735.2,12097.8,329,0,,25325.4,1707.6,0,0,0,0,0,0,,196,24,0,0,0,0,0,0,18,0,0,0,0,,29,1,3,1,2,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,0e7f2112-49fe-4ad7-9711-28967c500919,Annotation,,CD21+,Root object (Image),Polygon,15754.8,12117.2,17,0,,1545.4,309.74,0,0,0,0,0,0,,1,1,0,1,5,1,0,0,7,0,0,0,0,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,bcacd214-69bc-4cdf-99f8-17e821f3840c,Annotation,,LA,Root object (Image),Geometry,6995.3,12153.2,499,0,,38540,3319.8,0,0,0,0,0,0,,290,11,0,0,1,0,0,0,13,1,0,0,0,,37,1,1,1,2,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,3363a6dd-4d1e-4eac-9d34-baeb40b70d15,Annotation,,LA,Root object (Image),Polygon,8208.5,12164.2,54,0,,3516.5,468.58,0,0,0,0,0,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,fb0ac78b-3330-41ef-8231-437f377c6d40,Annotation,,CD21+,Root object (Image),Geometry,6960.2,12170.9,89,0,,6654.6,1048.4,0,0,0,0,0,0,,23,0,0,3,29,0,0,0,30,0,0,0,1,,0,0,0,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,a860af55-c4b5-4555-b93f-62ca6993b64a,Annotation,,LA,Root object (Image),Polygon,7873.4,12254.1,36,0,,2728.1,436.82,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,1,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,741e431c-ea7a-4226-8d33-3d6bfb823e5d,Annotation,,LA,Root object (Image),Geometry,7920.3,12475,58,0,,3768.8,579.77,0,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,70e21ba5-7a64-4b54-aaa0-2d7cd0cd650d,Annotation,,LA,Root object (Image),Geometry,8070.5,12502.8,38,0,,2633.5,405.05,0,0,0,1,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,1,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,22418727-89d4-41f5-9cbd-bc710ee58968,Annotation,,LA,Root object (Image),Polygon,7951.8,12627,27,0,,2050,349.45,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,1,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,d3d36d52-ecc0-4852-82a5-05a35ed071f5,Annotation,,LA,Root object (Image),Polygon,8150.1,12631.7,36,0,,2854.2,444.76,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,fadc7821-a508-49bf-ae5e-010a20ee482d,Annotation,,LA,Root object (Image),Polygon,8889,12644.3,36,0,,2649.2,397.1,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,fcbf2670-93b5-4331-8ad9-ae0b9ec851d3,Annotation,,CD21+,Root object (Image),Polygon,9063.9,12671.1,78,0,,6701.9,587.72,1,5,5,0,0,8,,8,1,0,1,18,4,0,16,3,0,0,0,0,,1,1,0,0,0,,0,1,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,b2fda4af-520d-423e-a450-a9e637ea1b48,Annotation,,LA,Root object (Image),Geometry,9069.4,12693,185,0,,15122.7,2128.5,1,2,1,0,0,2,,78,3,0,0,0,0,0,0,0,0,0,0,0,,12,2,5,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,a9bf4ee8-654b-4d44-882a-74c5575b5cdd,Annotation,,LA,Root object (Image),Polygon,8946.6,12731.4,33,0,,2870,675.08,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,3c03dcae-21d7-4a28-bca4-0543c89e5db7,Annotation,,LA,Root object (Image),Polygon,8093.9,12841.7,24,0,,1561.2,349.45,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,e29c55b9-9985-4c2b-bd84-86523e62aa4b,Annotation,,LA,Root object (Image),Geometry,9196.7,12844.4,31,0,,2286.5,508.29,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,,6,2,1,0,0,,0,0,,,,,,,,,,,,
PBC-PR-6402_1C_Scan1.qptiff - resolution #1,8ec41b65-d270-4b5a-9a94-53b4b44c3997,Annotation,,LA,Root object (Image),Geometry,8696.4,12861.6,363,0,,28274.2,2446.2,0,0,0,0,0,0,,151,2,0,0,0,0,0,0,0,0,0,0,0,,28,11,4,0,3,,0,0,,,,,,,,,,,,
