Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num AID+	Num AID+: CD20+	Num AID+: CD20+: CD4+	Num AID+: CD4+	Num AID+: Ki67+	Num AID+: Ki67+: CD20+	Num AID+: Ki67+: CD20+: CD4+	Num AID+: Ki67+: CD4+	Num CD20+	Num CD20+: CD4+	Num CD21+	Num CD21+: AID+	Num CD21+: AID+: CD20+	Num CD21+: AID+: CD20+: CD4+	Num CD21+: AID+: CD4+	Num CD21+: AID+: Ki67+	Num CD21+: AID+: Ki67+: CD20+	Num CD21+: AID+: Ki67+: CD20+: CD4+	Num CD21+: AID+: Ki67+: CD4+	Num CD21+: CD20+	Num CD21+: CD20+: CD4+	Num CD21+: CD4+	Num CD21+: Ki67+: CD20+	Num CD4+	Num Ki67+	Num Ki67+: CD20+	Num Ki67+: CD20+: CD4+	Num Ki67+: CD4+	Num PNAd+	Num PNAd+: AID+: CD20+: CD4+	Num PNAd+: CD20+: CD4+	Num PNAd+: CD21+: AID+: CD20+: CD4+	Num PNAd+: CD21+: AID+: CD4+	Num PNAd+: CD21+: AID+: Ki67+: CD20+: CD4+	Num PNAd+: CD21+: AID+: Ki67+: CD4+	Num PNAd+: CD4+	Area µm^2	Perimeter µm
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	73ec8803-41c5-4076-bee4-2b5431672874	Annotation		LA	Root object (Image)	Polygon	9499.8	16076.1	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	1561.2	349.45
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	0bf0faab-511b-4b5b-838d-43e7d64c35cb	Annotation		LA	Root object (Image)	Geometry	9567.4	16196.5	111	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	59	5	1	0	1	0	0	0	0	0	0	0	0	9966.1	1231
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	a41c0bf9-f4ec-4cfc-9c31-52555f12660e	Annotation		LA	Root object (Image)	Polygon	10474	16468.4	21	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1703.1	238.26
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	25f6aee9-ca19-4ff8-88bd-40b3ec37d28c	Annotation		CD21+	Root object (Image)	Geometry	10299.5	16504.1	162	2	1	1	0	0	0	0	0	19	1	4	29	48	2	6	0	0	0	0	16	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	14003.1	1104
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	70756485-cf7a-49e4-89b2-e5aa9e544ac4	Annotation		LA	Root object (Image)	Geometry	10302.2	16505.5	352	0	2	0	3	0	0	0	0	127	14	0	0	0	0	0	0	0	0	0	1	0	0	0	72	3	2	3	2	0	0	0	0	0	0	0	0	30355.7	3200.7
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	edb21b6b-987a-4612-99dd-5e292a3ff086	Annotation		LA	Root object (Image)	Polygon	4615.8	17072.1	25	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	1892.3	405.05
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	fe463c51-ae4c-4d2f-abde-620aa185cf7c	Annotation		LA	Root object (Image)	Polygon	4907.7	17194.3	30	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	1	3122.3	532.12
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	4a21cf81-e9d5-48d1-b73d-49f59264547f	Annotation		LA	Root object (Image)	Polygon	14583.8	17425.8	36	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3090.8	468.58
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	8ce28339-be45-45ff-b0db-dff7997f9865	Annotation		LA	Root object (Image)	Geometry	14615.8	17766.9	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	3926.5	675.08
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	78b9d72b-eaf8-4436-bd05-e198f5ed9705	Annotation		LA	Root object (Image)	Geometry	9981.2	17789.2	175	0	0	0	0	0	0	0	0	75	6	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	13072.7	1318.4
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	67703def-f987-4221-8f31-c9401395cce6	Annotation		LA	Root object (Image)	Geometry	14771	17827.4	352	0	0	0	0	0	0	0	0	167	23	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	1	0	0	0	0	0	0	0	0	31065.4	2279.4
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	30e8dcb1-1420-444e-916e-67c9e5395528	Annotation		CD21+	Root object (Image)	Polygon	10043.7	17893.2	103	0	0	0	0	0	0	0	0	13	0	9	17	27	0	3	0	0	0	0	8	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8862.3	921.28
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	b13be706-3fee-4c26-8391-59b32e6199ce	Annotation		LA	Root object (Image)	Polygon	14906.7	17924.6	31	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	2586.2	468.58
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	a1227763-2145-41ce-ba3a-d705664b770d	Annotation		LA	Root object (Image)	Geometry	10127.6	17964	204	2	3	0	4	0	0	0	0	70	7	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2	3	0	2	0	0	1	0	0	0	0	1	18245	1270.7
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	f8a1abdd-4113-4d20-9239-ae335ddfce43	Annotation		LA	Root object (Image)	Geometry	12687.6	18273	139	0	1	5	3	0	0	1	1	27	38	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1	0	1	1	0	0	0	0	0	0	0	0	14807.3	873.63
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	4b1fd284-d022-463a-b236-9770172841dd	Annotation		LA	Root object (Image)	Geometry	14964.8	18480.2	68	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	5582.3	802.15
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	e8797378-ff52-42ca-a30a-0fa1a676b054	Annotation		LA	Root object (Image)	Polygon	13372.5	18611.2	100	0	0	0	0	0	0	0	0	49	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	1	0	0	0	0	0	0	0	0	8452.3	953.05
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	d1b0ae8a-f5cf-48be-a911-c2f96ae58fad	Annotation		LA	Root object (Image)	Polygon	7973.1	19081.4	37	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2554.6	405.05
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	9d4f1eb3-da00-451a-b8fb-9ab2139fa837	Annotation		LA	Root object (Image)	Polygon	7763.3	19139.6	20	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1529.6	206.49
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	edd28ee3-372d-49d4-ac5e-a89d86ac8740	Annotation		LA	Root object (Image)	Geometry	8050.6	19360.3	1132	0	0	0	0	0	0	0	0	475	22	0	0	0	0	0	0	0	0	0	0	0	0	0	141	6	1	0	4	1	0	0	0	0	0	0	0	94631.1	7211.4
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	625fd7e4-0693-4d03-bf6d-56ca84ece039	Annotation		CD21+	Root object (Image)	Geometry	8010.5	19387.1	248	0	0	0	0	0	0	0	0	68	0	15	31	44	0	0	0	0	0	0	30	2	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	19853.4	2009.4
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	d35fac13-851a-4db0-b295-3a57329e1017	Annotation		LA	Root object (Image)	Polygon	4776	19597.7	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	1	0	0	0	0	0	0	0	0	2223.5	325.63
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	9b3e696e-c2e8-48e0-93c6-3c21616e2a3f	Annotation		LA	Root object (Image)	Geometry	15293	20557.6	158	0	0	0	0	0	0	0	0	27	3	0	0	0	0	0	0	0	0	0	0	0	0	0	56	2	0	0	1	1	0	0	0	0	0	0	1	14365.8	1572.5
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	0bd779e1-18c0-4780-91cd-8f5e2654c359	Annotation		LA	Root object (Image)	Geometry	7267.8	20737.9	64	0	0	0	0	0	0	0	0	17	6	0	0	0	0	0	0	0	0	0	1	0	0	0	16	1	0	0	1	0	0	0	0	0	0	0	0	4888.5	833.92
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	4dc09fe1-594a-4f4c-ba18-c3b396af06bc	Annotation		LA	Root object (Image)	Geometry	14541.3	21038.6	79	0	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	7127.7	992.76
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	811f60cd-5621-4686-879e-5e8b773d41fa	Annotation		CD21+	Root object (Image)	Polygon	9549.8	21470.3	26	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1923.8	381.22
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	9d7afffe-26bd-40fb-a32f-fd1e9aed4aa6	Annotation		LA	Root object (Image)	Geometry	2857.5	21548.7	93	0	0	0	0	0	0	0	0	42	4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	1	0	0	0	0	0	0	0	0	0	0	7758.5	802.15
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	5d31ea36-51aa-40cf-af7d-7d35d5270995	Annotation		LA	Root object (Image)	Polygon	9517.6	21715.5	65	0	0	3	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	49	0	0	0	3	0	0	0	0	0	0	0	0	5661.1	873.63
PBC-PR-6403_1A_Scan1.qptiff - resolution #1	e5ad9928-194d-49d4-905c-6105569501e3	Annotation		LA	Root object (Image)	Geometry	12165	22861.7	67	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	4825.4	651.25
